ID,deck,front,back,tags,note_type,media
856,PMBOK6 - Core Terms,A trend in procurement is assigning {{c1::risk ownership}} to the party best able to manage the risk.,,KA::Procurement,Cloze,
857,PMBOK6 - Core Terms,The use of {{c1::building information modeling (BIM)}} in construction projects helps reduce claims and delays.,,KA::Procurement,Cloze,
858,PMBOK6 - Core Terms,"In complex projects, long-lead items may be procured based on {{c1::top-level design}}, before final design is complete.",,KA::Procurement,Cloze,
859,PMBOK6 - Core Terms,A growing trend is the use of {{c1::webcams}} on construction sites to improve stakeholder relations and reduce disputes.,,KA::Procurement,Cloze,
860,PMBOK6 - Core Terms,{{c1::Trial engagements}} allow buyers to evaluate sellers before committing to full project scope.,,KA::Procurement,Cloze,
861,PMBOK6 - Core Terms,"Tailoring considerations include procurement {{c1::complexity}}, {{c2::location}}, {{c3::regulatory environment}}, and {{c4::contractor availability}}.",,KA::Procurement,Cloze,
862,PMBOK6 - Core Terms,"In agile environments, sellers may be used to {{c1::extend the team}} and share risk and reward.",,KA::Procurement,Cloze,
863,PMBOK6 - Core Terms,"In adaptive projects, a {{c1::master services agreement (MSA)}} may govern the contract, with scope managed via supplements.",,KA::Procurement,Cloze,
864,PMBOK6 - Core Terms,{{c1::Plan Procurement Management}} defines how goods and services will be acquired.,Plan Procurement Management,KA::Procurement PG::Planning, Cloze,
865,PMBOK6 - Core Terms,Procurement may be internal or {{c1::external}} to the performing organization.,external,KA::Procurement PG::Planning, Cloze,
866,PMBOK6 - Core Terms,{{c1::Procurement roles and responsibilities}} should be defined early in the process.,Procurement roles and responsibilities,KA::Procurement PG::Planning, Cloze,
867,PMBOK6 - Core Terms,"Procurement participants often include legal, {{c1::purchasing}}, and project personnel.",purchasing,KA::Procurement PG::Planning, Cloze,
868,PMBOK6 - Core Terms,Name two early procurement steps.,Prepare SOW/TOR; Estimate cost,KA::Procurement PG::Planning, Basic,
869,PMBOK6 - Core Terms,What is the purpose of bid documents?,To solicit proposals from qualified sellers,KA::Procurement PG::Planning, Basic,
870,PMBOK6 - Core Terms,Project schedule requirements can influence the {{c1::procurement strategy}}.,procurement strategy,KA::Procurement PG::Planning, Cloze,
871,PMBOK6 - Core Terms,Procurement planning decisions affect the {{c1::project schedule}} and resource estimates.,project schedule,KA::Procurement PG::Planning, Cloze,
872,PMBOK6 - Core Terms,FFP,Firm fixed price,KA::Procurement PG::Planning,Basic,
873,PMBOK6 - Core Terms,{{c1::Firm fixed price}} contracts are favored by most buying organizations because the price for goods is set at the outset and not subject to change unless the scope of work changes.,,KA::Procurement PG::Planning,Cloze,
874,PMBOK6 - Core Terms,FPIF,Fixed price incentive fee,KA::Procurement PG::Planning,Basic,
875,PMBOK6 - Core Terms,{{c1::Fixed price incentive fee}} contracts allow for deviation from performance with financial incentives tied to agreed-upon metrics. Costs above a price ceiling are the seller's responsibility.,,KA::Procurement PG::Planning,Cloze,
876,PMBOK6 - Core Terms,FPEPA,Fixed price with economic price adjustments,KA::Procurement PG::Planning,Basic,
877,PMBOK6 - Core Terms,{{c1::Fixed price with economic price adjustments}} contracts include provisions for final adjustments due to inflation or commodity price changes.,,KA::Procurement PG::Planning,Cloze,
878,PMBOK6 - Core Terms,CPFF,Cost plus fixed fee,KA::Procurement PG::Planning,Basic,
879,PMBOK6 - Core Terms,"In a {{c1::Cost plus fixed fee}} contract, the seller is reimbursed for costs and receives a fixed fee calculated as a percentage of estimated costs.",,KA::Procurement PG::Planning,Cloze,
880,PMBOK6 - Core Terms,CPIF,Cost plus incentive fee,KA::Procurement PG::Planning,Basic,
881,PMBOK6 - Core Terms,"{{c1::Cost plus incentive fee}} contracts reimburse costs and pay an incentive fee based on performance objectives, with shared cost variance.",,KA::Procurement PG::Planning,Cloze,
882,PMBOK6 - Core Terms,CPAF,Cost plus award fee,KA::Procurement PG::Planning,Basic,
883,PMBOK6 - Core Terms,{{c1::Cost plus award fee}} contracts base the majority of the fee on subjective buyer satisfaction with seller performance.,,KA::Procurement PG::Planning,Cloze,
884,PMBOK6 - Core Terms,T&M,Time and materials,KA::Procurement PG::Planning,Basic,
885,PMBOK6 - Core Terms,{{c1::Time and materials}} contracts combine features of fixed-price and cost-reimbursable and are used when precise SOWs are not possible.,,KA::Procurement PG::Planning,Cloze,
887,PMBOK6 - Core Terms,"{{c1::Make-or-buy analysis}} considers expertise, cost, risk, and employment obligations.",,KA::Procurement PG::Planning,Cloze,
888,PMBOK6 - Core Terms,{{c1::Least cost}} selection is used for standard procurements with well-defined outcomes.,,KA::Procurement PG::Planning,Cloze,
889,PMBOK6 - Core Terms,{{c1::Qualifications only}} is used when the value is small and the best-qualified seller is chosen.,,KA::Procurement PG::Planning,Cloze,
890,PMBOK6 - Core Terms,{{c1::Quality-based}} selection ranks technical proposals and negotiates with the highest scorer.,,KA::Procurement PG::Planning,Cloze,
891,PMBOK6 - Core Terms,{{c1::Quality and cost-based}} includes both quality and price in the evaluation.,,KA::Procurement PG::Planning,Cloze,
892,PMBOK6 - Core Terms,{{c1::Sole source}} selection is used only when competition is not viable and must be justified.,,KA::Procurement PG::Planning,Cloze,
893,PMBOK6 - Core Terms,{{c1::Fixed budget}} requires sellers to adapt their proposal to a disclosed maximum cost.,,KA::Procurement PG::Planning,Cloze,
895,PMBOK6 - Core Terms,"{{c1::The procurement management plan}} may include delivery methods, legal jurisdictions, procurement metrics, and risk mitigation approaches.",,KA::Procurement PG::Planning,Cloze,
896,PMBOK6 - Core Terms,What does DB stand for in procurement delivery methods?,Design Build,KA::Procurement PG::Planning,Basic,
897,PMBOK6 - Core Terms,What does DBB stand for?,Design Bid Build,KA::Procurement PG::Planning,Basic,
898,PMBOK6 - Core Terms,What does DBO stand for?,Design Build Operate,KA::Procurement PG::Planning,Basic,
899,PMBOK6 - Core Terms,What does BOOT stand for?,Build Own Operate Transfer,KA::Procurement PG::Planning,Basic,
901,PMBOK6 - Core Terms,{{c1::Turnkey}} delivery transfers the finished facility to the buyer with minimal involvement.,,KA::Procurement PG::Planning,Cloze,
902,PMBOK6 - Core Terms,{{c1::Design Bid Build (DBB)}} separates design and construction into two contracts.,,KA::Procurement PG::Planning,Cloze,
903,PMBOK6 - Core Terms,{{c1::Joint ventures}} between buyer and provider are a delivery method in professional services.,,KA::Procurement PG::Planning,Cloze,
905,PMBOK6 - Core Terms,When are cost-plus contracts most appropriate?,When work is evolving or not well-defined,KA::Procurement PG::Planning,Basic,
906,PMBOK6 - Core Terms,Why might incentives or awards be used in contracts?,To align objectives of buyer and seller,KA::Procurement PG::Planning,Basic,
907,PMBOK6 - Core Terms,{{c1::Fixed-price}} contracts are best when work is predictable and scope is defined.,,KA::Procurement PG::Planning,Cloze,
908,PMBOK6 - Core Terms,{{c1::Cost-plus}} contracts are best when scope is evolving or unclear.,,KA::Procurement PG::Planning,Cloze,
910,PMBOK6 - Core Terms,RFI,Request for Information,KA::Procurement PG::Planning,Basic,
911,PMBOK6 - Core Terms,An {{c1::RFI}} is used when more information on the goods and services to be acquired is needed from sellers.,,KA::Procurement PG::Planning,Cloze,
912,PMBOK6 - Core Terms,RFQ,Request for Quotation,KA::Procurement PG::Planning,Basic,
913,PMBOK6 - Core Terms,An {{c1::RFQ}} is used to obtain information on vendor approaches and pricing.,,KA::Procurement PG::Planning,Cloze,
914,PMBOK6 - Core Terms,RFP,Request for Proposal,KA::Procurement PG::Planning,Basic,
915,PMBOK6 - Core Terms,An {{c1::RFP}} is used when the project problem is complex and the solution is not easily defined.,,KA::Procurement PG::Planning,Cloze,
916,PMBOK6 - Core Terms,"When are 'bids', 'tenders', or 'quotations' used instead of 'proposals'?",When price is the primary selection factor,KA::Procurement PG::Planning,Basic,
917,PMBOK6 - Core Terms,"Procurement documents must be detailed enough for consistency, but flexible enough for:",Seller suggestions,KA::Procurement PG::Planning,Basic,
918,PMBOK6 - Core Terms,"{{c1::Procurement documents}} should describe response format, SOW, and contract terms.",,KA::Procurement PG::Planning,Cloze,
919,PMBOK6 - Core Terms,The {{c1::procurement statement of work (SOW)}} defines the part of the project scope included in a contract.,,KA::Procurement PG::Planning,Cloze,
920,PMBOK6 - Core Terms,"The SOW must be {{c1::clear, complete, and concise}} to allow sellers to assess capability.",,KA::Procurement PG::Planning,Cloze,
921,PMBOK6 - Core Terms,The {{c1::terms of reference (TOR)}} is used when contracting for services.,,KA::Procurement PG::Planning,Cloze,
922,PMBOK6 - Core Terms,"A TOR includes tasks, standards, submitted data, buyer inputs, and a schedule for {{c1::submission and review}}.",,KA::Procurement PG::Planning,Cloze,
923,PMBOK6 - Core Terms,"Common source selection criteria include capability, cost, delivery, technical expertise, and {{c1::staff qualifications}}.",,KA::Procurement PG::Planning,Cloze,
924,PMBOK6 - Core Terms,"In international projects, criteria may include {{c1::local content}} requirements.",,KA::Procurement PG::Planning,Cloze,
925,PMBOK6 - Core Terms,{{c1::Weighted evaluation scores}} are used to rank proposals for selection.,,KA::Procurement PG::Planning,Cloze,
926,PMBOK6 - Core Terms,{{c1::Make-or-buy analysis}} determines if work is done in-house or externally.,,KA::Procurement PG::Planning,Cloze,
927,PMBOK6 - Core Terms,{{c1::Independent cost estimates}} benchmark seller proposals in large procurements.,,KA::Procurement PG::Planning,Cloze,
928,PMBOK6 - Core Terms,Large differences in estimates may indicate a {{c1::deficient or ambiguous SOW}} or seller misunderstanding.,,KA::Procurement PG::Planning,Cloze,
929,PMBOK6 - Core Terms,OPA updates from procurement planning include info on {{c1::qualified sellers}}.,,KA::Procurement PG::Planning,Cloze,
930,PMBOK6 - Core Terms,"{{c1::Conduct Procurements}} is the process of obtaining seller responses, selecting a seller, and awarding a contract.",Conduct Procurements,KA::Procurement PG::Executing,Cloze,
931,PMBOK6 - Core Terms,"Seller proposals, submitted in response to procurement documents, are used by an evaluation body to {{c1::select one or more successful bidders}}.",select one or more successful bidders,KA::Procurement PG::Executing,Cloze,
932,PMBOK6 - Core Terms,{{c1::Bidder conferences}} are used to ensure all prospective bidders have a common understanding of the procurement.,Bidder conferences,KA::Procurement PG::Executing,Cloze,
933,PMBOK6 - Core Terms,"Procurement negotiation clarifies {{c1::the structure, rights, and obligations}} of both parties before contract signing.","the structure, rights, and obligations",KA::Procurement PG::Executing,Cloze,
934,PMBOK6 - Core Terms,Procurement negotiation should be led by someone with {{c1::authority to sign contracts}}.,authority to sign contracts,KA::Procurement PG::Executing,Cloze,
935,PMBOK6 - Core Terms,Sellers judged to be in a competitive range based on bid evaluations are called {{c1::selected sellers}}.,selected sellers,KA::Procurement PG::Executing,Cloze,
936,PMBOK6 - Core Terms,{{c1::A contract}} is a mutually binding agreement between buyer and seller that outlines obligations and remedies.,A contract,KA::Procurement PG::Executing,Cloze,
937,PMBOK6 - Core Terms,"Common components of a contract include SOW, schedule, {{c1::pricing terms}}, and change request handling.",pricing terms,KA::Procurement PG::Executing,Cloze,
939,PMBOK6 - Core Terms,{{c1::Control Procurements}} is the process of managing procurement relationships and closing contracts.,Control Procurements,KA::Procurement PG::Monitoring,Cloze,
940,PMBOK6 - Core Terms,Why must project teams be cautious during procurement control?,Actions may have legal consequences.,KA::Procurement PG::Monitoring,Basic,
941,PMBOK6 - Core Terms,{{c1::Contract administration}} is often handled as a separate organizational function due to its legal nature.,Contract administration,KA::Procurement PG::Monitoring,Cloze,
943,PMBOK6 - Core Terms,{{c1::Procurement audits}} help ensure reliable procurement controls.,Procurement audits,KA::Procurement PG::Monitoring,Cloze,
944,PMBOK6 - Core Terms,How should payments be structured for effective procurement control?,Linked to deliverables or outputs.,KA::Procurement PG::Monitoring,Basic,
945,PMBOK6 - Core Terms,{{c1::Agreements}} can be amended by mutual consent prior to contract closure.,Amendments,KA::Procurement PG::Monitoring,Cloze,
946,PMBOK6 - Core Terms,{{c1::Claims}} arise when buyer and seller disagree on change or compensation.,Claims,KA::Procurement PG::Monitoring,Cloze,
947,PMBOK6 - Core Terms,What is the preferred method for resolving procurement claims?,Negotiation.,KA::Procurement PG::Monitoring,Basic,
948,PMBOK6 - Core Terms,What is the purpose of a procurement inspection?,To review or verify work performed by contractor.,KA::Procurement PG::Monitoring,Basic,
949,PMBOK6 - Core Terms,What should be done with audit findings in procurement?,Inform buyer's and seller's PMs for action.,KA::Procurement PG::Monitoring,Basic,
950,PMBOK6 - Core Terms,{{c1::Closed procurements}} involve formal written notice that the contract is complete.,Closed procurements,KA::Procurement PG::Monitoring,Cloze,
952,PMBOK6 - Core Terms,Who are project stakeholders?,Those impacted by or who can impact the project,KA::Stakeholder,Basic,
953,PMBOK6 - Core Terms,{{c1::Stakeholder satisfaction}} should be managed as a project objective.,Stakeholder satisfaction,KA::Stakeholder,Cloze,
954,PMBOK6 - Core Terms,What is key to effective stakeholder engagement?,Continuous communication,KA::Stakeholder,Basic,
955,PMBOK6 - Core Terms,{{c1::Stakeholder identification and engagement}} should begin after the charter is approved.,Start after charter approval,KA::Stakeholder,Cloze,
956,PMBOK6 - Core Terms,When should stakeholder engagement be reviewed?,Routinely and at phase changes,KA::Stakeholder,Basic,
957,PMBOK6 - Core Terms,{{c1::Co-creation}} emphasizes including affected stakeholders as partners.,Co-creation,KA::Stakeholder,Cloze,
958,PMBOK6 - Core Terms,What is a benefit of stakeholder co-creation?,Higher engagement and support,KA::Stakeholder,Basic,
959,PMBOK6 - Core Terms,What is a risk of poor stakeholder engagement?,Product recalls or reputation loss,KA::Stakeholder,Basic,
960,PMBOK6 - Core Terms,"Tailoring considerations include stakeholder diversity, relationship complexity, and {{c1::communication technology}}.",Communication technology,KA::Stakeholder,Cloze,
961,PMBOK6 - Core Terms,How should stakeholder engagement differ in agile environments?,Direct and continuous involvement,KA::Stakeholder Agile,Basic,
962,PMBOK6 - Core Terms,{{c1::Transparency}} helps surface misalignments early in agile projects.,Transparency,KA::Stakeholder Agile,Cloze,
963,PMBOK6 - Core Terms,What is the purpose of the Identify Stakeholders process?,Identify and analyze stakeholders,KA::Stakeholder PG::Initiating,Basic,
964,PMBOK6 - Core Terms,When should the Identify Stakeholders process be performed?,At start and when changes occur,KA::Stakeholder PG::Initiating,Basic,
965,PMBOK6 - Core Terms,What document identifies the key stakeholder list?,Project Charter,KA::Stakeholder PG::Initiating,Basic,
966,PMBOK6 - Core Terms,What type of stake is held by a stakeholder who may be affected by project decisions or outcomes?,Interest,KA::Stakeholder PG::Initiating,Basic,
967,PMBOK6 - Core Terms,What type of stakeholder stake refers to having legal title to an asset or property?,Ownership,KA::Stakeholder PG::Initiating,Basic,
968,PMBOK6 - Core Terms,"{{c1::Legal rights}} are stakeholder claims protected by law, such as occupational health and safety.",Legal Stake,KA::Stakeholder PG::Initiating,Cloze,
969,PMBOK6 - Core Terms,"{{c1::Moral rights}} reflect stakeholder concerns related to ethics, such as cultural or environmental protection.",Moral Stake,KA::Stakeholder PG::Initiating,Cloze,
970,PMBOK6 - Core Terms,What type of stakeholder stake refers to specialist insights that help achieve project or organizational goals?,Knowledge,KA::Stakeholder PG::Initiating,Basic,
971,PMBOK6 - Core Terms,{{c1::Contribution}} refers to a stakeholder's provision of resources or advocacy that supports the project.,Contribution,KA::Stakeholder PG::Initiating,Cloze,
972,PMBOK6 - Core Terms,What data representation tool categorizes stakeholders by their authority and concern for project outcomes?,Power/interest grid,KA::Stakeholder PG::Initiating,Basic,
973,PMBOK6 - Core Terms,Which grid categorizes stakeholders based on their authority and ability to influence outcomes?,Power/influence grid,KA::Stakeholder PG::Initiating,Basic,
974,PMBOK6 - Core Terms,Which stakeholder grid uses impact and influence to categorize stakeholders?,Impact/influence grid,KA::Stakeholder PG::Initiating,Basic,
975,PMBOK6 - Core Terms,What 3D model helps visualize stakeholder dimensions for better communication strategies?,Stakeholder cube,KA::Stakeholder PG::Initiating,Basic,
976,PMBOK6 - Core Terms,"Which model categorizes stakeholders by power, urgency, and legitimacy?",Salience model,KA::Stakeholder PG::Initiating,Basic,
977,PMBOK6 - Core Terms,What direction of stakeholder influence includes sponsors and senior management?,Upward,KA::Stakeholder PG::Initiating,Basic,
978,PMBOK6 - Core Terms,What direction of stakeholder influence refers to the team or specialists?,Downward,KA::Stakeholder PG::Initiating,Basic,
979,PMBOK6 - Core Terms,"What direction of stakeholder influence includes suppliers, regulators, and end-users?",Outward,KA::Stakeholder PG::Initiating,Basic,
980,PMBOK6 - Core Terms,What direction of stakeholder influence involves peers of the project manager?,Sideward,KA::Stakeholder PG::Initiating,Basic,
981,PMBOK6 - Core Terms,What technique may be used when stakeholder communities are large or frequently changing?,Prioritization,KA::Stakeholder PG::Initiating,Basic,
982,PMBOK6 - Core Terms,What is the main output of the Identify Stakeholders process?,Stakeholder register,KA::Stakeholder PG::Initiating,Basic,
983,PMBOK6 - Core Terms,What type of information is included in stakeholder identification?,"Name, role, contact info",KA::Stakeholder PG::Initiating,Basic,
984,PMBOK6 - Core Terms,What is included in stakeholder assessment information?,"Requirements, expectations, influence",KA::Stakeholder PG::Initiating,Basic,
986,PMBOK6 - Core Terms,What is the purpose of the Plan Stakeholder Engagement process?,Develop stakeholder engagement strategies,KA::Stakeholder PG::Planning,Basic,
987,PMBOK6 - Core Terms,What is the key benefit of Plan Stakeholder Engagement?,Actionable engagement plan,KA::Stakeholder PG::Planning,Basic,
988,PMBOK6 - Core Terms,{{c1::Stakeholder engagement plan}} is updated when new phases or changes in stakeholders occur.,Engagement plan updates,KA::Stakeholder PG::Planning,Cloze,
989,PMBOK6 - Core Terms,{{c1::Prioritization}} is a decision-making technique used to rank stakeholders and their requirements.,Prioritization,KA::Stakeholder PG::Planning,Cloze,
990,PMBOK6 - Core Terms,What is a stakeholder engagement assessment matrix?,Tool comparing current vs. desired engagement,KA::Stakeholder PG::Planning,Basic,
991,PMBOK6 - Core Terms,What is the 'Unaware' level of stakeholder engagement?,Not aware of the project,KA::Stakeholder PG::Planning,Basic,
992,PMBOK6 - Core Terms,What is the 'Resistant' level of stakeholder engagement?,Aware but unsupportive,KA::Stakeholder PG::Planning,Basic,
993,PMBOK6 - Core Terms,What is the 'Neutral' level of stakeholder engagement?,Aware but indifferent,KA::Stakeholder PG::Planning,Basic,
994,PMBOK6 - Core Terms,What is the 'Supportive' level of stakeholder engagement?,Aware and supportive,KA::Stakeholder PG::Planning,Basic,
996,PMBOK6 - Core Terms,{{c1::Stakeholder engagement plan}} defines strategies to promote involvement in decisions and execution.,Stakeholder plan content,KA::Stakeholder PG::Planning,Cloze,
